Sample Nº,Date,Time,Milliseconds,Voltage [V],? Voltage [V],Current [?A],? Current [?A],Pressure [mBar],? Pressure [mBar]
576,15-03-2018,11:57:29,546,-33.63,10E-6,-8.177,10E-6,0,10E-6
577,15-03-2018,11:57:39,546,-35.61,10E-6,-7.85,10E-6,0,10E-6
578,15-03-2018,11:57:49,546,-37.32,10E-6,-7.85,10E-6,0,10E-6
579,15-03-2018,11:57:59,546,-39.17,10E-6,-9.159,10E-6,0,10E-6
580,15-03-2018,11:58:09,546,-40.1,10E-6,-8.832,10E-6,0,10E-6
581,15-03-2018,11:58:19,546,-41.02,10E-6,-8.177,10E-6,0,10E-6
582,15-03-2018,11:58:29,546,-43.27,10E-6,-8.177,10E-6,0,10E-6
583,15-03-2018,11:58:39,546,-32.44,10E-6,-9.487,10E-6,0,10E-6
584,15-03-2018,11:58:49,546,-23.32,10E-6,-9.159,10E-6,0,10E-6
585,15-03-2018,11:58:59,546,-15.53,10E-6,-8.177,10E-6,0,10E-6
586,15-03-2018,11:59:09,546,-8.528,10E-6,-8.177,10E-6,0,10E-6
587,15-03-2018,11:59:19,546,-1.396,10E-6,-9.487,10E-6,0,10E-6
588,15-03-2018,11:59:29,546,5.209,10E-6,-7.85,10E-6,0,10E-6
589,15-03-2018,11:59:39,546,10.23,10E-6,-2.286,10E-6,0,10E-6
590,15-03-2018,11:59:49,546,14.45,10E-6,1.642,10E-6,0,10E-6
591,15-03-2018,11:59:59,546,17.89,10E-6,3.934,10E-6,0,10E-6
592,15-03-2018,12:00:09,546,21.72,10E-6,7.861,10E-6,0,10E-6
593,15-03-2018,12:00:19,546,25.81,10E-6,12.44,10E-6,0,10E-6
594,15-03-2018,12:00:29,546,29.51,10E-6,16.37,10E-6,0,10E-6
595,15-03-2018,12:00:39,546,32.42,10E-6,18.66,10E-6,0,10E-6
596,15-03-2018,12:00:49,546,35.06,10E-6,22.92,10E-6,0,10E-6
597,15-03-2018,12:00:59,546,37.97,10E-6,27.5,10E-6,0,10E-6
598,15-03-2018,12:01:09,546,40.74,10E-6,31.43,10E-6,0,10E-6
599,15-03-2018,12:01:19,546,42.72,10E-6,33.72,10E-6,0,10E-6
600,15-03-2018,12:01:29,546,44.17,10E-6,37.98,10E-6,0,10E-6
601,15-03-2018,12:01:39,546,44.84,10E-6,40.92,10E-6,0,10E-6
602,15-03-2018,12:01:49,546,39.29,10E-6,29.46,10E-6,0,10E-6
603,15-03-2018,12:01:59,546,34.53,10E-6,21.61,10E-6,0,10E-6
604,15-03-2018,12:02:09,546,30.17,10E-6,15.06,10E-6,0,10E-6
605,15-03-2018,12:02:19,546,26.61,10E-6,11.46,10E-6,0,10E-6
606,15-03-2018,12:02:29,546,17.62,10E-6,2.624,10E-6,0,10E-6
607,15-03-2018,12:02:39,546,8.643,10E-6,-7.523,10E-6,0,10E-6
608,15-03-2018,12:02:49,546,1.114,10E-6,-10.14,10E-6,0,10E-6
609,15-03-2018,12:02:59,546,-5.358,10E-6,-9.487,10E-6,0,10E-6
610,15-03-2018,12:03:09,546,-11.17,10E-6,-9.487,10E-6,0,10E-6
611,15-03-2018,12:03:19,546,-15.53,10E-6,-10.8,10E-6,0,10E-6
612,15-03-2018,12:03:29,546,-18.83,10E-6,-10.14,10E-6,0,10E-6
613,15-03-2018,12:03:39,546,-22.66,10E-6,-9.159,10E-6,0,10E-6
614,15-03-2018,12:03:49,546,-26.36,10E-6,-8.505,10E-6,0,10E-6
615,15-03-2018,12:03:59,546,-29.93,10E-6,-9.487,10E-6,0,10E-6
616,15-03-2018,12:04:09,546,-32.17,10E-6,-8.177,10E-6,0,10E-6
617,15-03-2018,12:04:19,546,-33.76,10E-6,-6.541,10E-6,0,10E-6
618,15-03-2018,12:04:29,546,-34.95,10E-6,-5.886,10E-6,0,10E-6
619,15-03-2018,12:04:39,546,-36.13,10E-6,-7.195,10E-6,0,10E-6
620,15-03-2018,12:04:49,546,-36.8,10E-6,-6.541,10E-6,0,10E-6
621,15-03-2018,12:04:59,546,-37.32,10E-6,-5.559,10E-6,0,10E-6
622,15-03-2018,12:05:09,546,-37.59,10E-6,-5.886,10E-6,0,10E-6
623,15-03-2018,12:05:19,546,-38.38,10E-6,-7.85,10E-6,0,10E-6
624,15-03-2018,12:05:29,546,-40.36,10E-6,-8.505,10E-6,0,10E-6
625,15-03-2018,12:05:39,546,-29.66,10E-6,-7.85,10E-6,0,10E-6
626,15-03-2018,12:05:49,546,-21.47,10E-6,-8.505,10E-6,0,10E-6
627,15-03-2018,12:05:59,546,-14.87,10E-6,-10.14,10E-6,0,10E-6
628,15-03-2018,12:06:09,546,-8.132,10E-6,-9.814,10E-6,0,10E-6
629,15-03-2018,12:06:19,546,-1.792,10E-6,-8.832,10E-6,0,10E-6
630,15-03-2018,12:06:29,546,3.624,10E-6,-7.85,10E-6,0,10E-6
631,15-03-2018,12:06:39,546,7.85,10E-6,-3.922,10E-6,0,10E-6
632,15-03-2018,12:06:49,546,12.87,10E-6,987.6E-3,10E-6,0,10E-6
633,15-03-2018,12:06:59,546,17.23,10E-6,5.243,10E-6,0,10E-6
634,15-03-2018,12:07:09,546,20.93,10E-6,9.171,10E-6,0,10E-6
635,15-03-2018,12:07:19,546,24.49,10E-6,11.13,10E-6,0,10E-6
636,15-03-2018,12:07:29,546,29.25,10E-6,15.39,10E-6,0,10E-6
637,15-03-2018,12:07:39,546,32.82,10E-6,19.65,10E-6,0,10E-6
638,15-03-2018,12:07:49,546,35.06,10E-6,23.25,10E-6,0,10E-6
639,15-03-2018,12:07:59,546,36.65,10E-6,25.54,10E-6,0,10E-6
640,15-03-2018,12:08:09,546,38.76,10E-6,29.79,10E-6,0,10E-6
641,15-03-2018,12:08:19,546,41.14,10E-6,34.37,10E-6,0,10E-6
642,15-03-2018,12:08:29,546,43.25,10E-6,37.98,10E-6,0,10E-6
643,15-03-2018,12:08:39,546,44.17,10E-6,38.63,10E-6,0,10E-6
644,15-03-2018,12:08:49,546,40.34,10E-6,27.83,10E-6,0,10E-6
645,15-03-2018,12:08:59,546,36.25,10E-6,20.95,10E-6,0,10E-6
646,15-03-2018,12:09:09,546,32.55,10E-6,16.37,10E-6,0,10E-6
647,15-03-2018,12:09:19,546,28.72,10E-6,10.81,10E-6,0,10E-6
648,15-03-2018,12:09:29,546,20.4,10E-6,2.952,10E-6,0,10E-6
649,15-03-2018,12:09:39,546,11.81,10E-6,-5.559,10E-6,0,10E-6
650,15-03-2018,12:09:49,546,3.227,10E-6,-8.832,10E-6,0,10E-6
651,15-03-2018,12:09:59,546,-4.566,10E-6,-10.47,10E-6,0,10E-6
652,15-03-2018,12:10:09,546,-10.64,10E-6,-10.14,10E-6,0,10E-6
653,15-03-2018,12:10:19,546,-15.93,10E-6,-9.487,10E-6,0,10E-6
654,15-03-2018,12:10:29,546,-20.55,10E-6,-9.159,10E-6,0,10E-6
655,15-03-2018,12:10:39,546,-24.78,10E-6,-10.14,10E-6,0,10E-6
656,15-03-2018,12:10:49,546,-28.08,10E-6,-9.159,10E-6,0,10E-6
657,15-03-2018,12:10:59,546,-30.32,10E-6,-8.505,10E-6,0,10E-6
658,15-03-2018,12:11:09,546,-32.83,10E-6,-8.177,10E-6,0,10E-6
659,15-03-2018,12:11:19,546,-35.47,10E-6,-9.159,10E-6,0,10E-6
660,15-03-2018,12:11:29,546,-36.66,10E-6,-8.832,10E-6,0,10E-6
661,15-03-2018,12:11:39,546,-36.4,10E-6,-7.85,10E-6,0,10E-6
662,15-03-2018,12:11:49,546,-36.93,10E-6,-7.85,10E-6,0,10E-6
663,15-03-2018,12:11:59,546,-38.64,10E-6,-9.159,10E-6,0,10E-6
664,15-03-2018,12:12:09,546,-39.57,10E-6,-8.832,10E-6,0,10E-6
665,15-03-2018,12:12:19,546,-40.49,10E-6,-8.177,10E-6,0,10E-6
666,15-03-2018,12:12:29,546,-42.74,10E-6,-8.177,10E-6,0,10E-6
667,15-03-2018,12:12:39,546,-32.04,10E-6,-8.832,10E-6,0,10E-6
668,15-03-2018,12:12:49,546,-22.53,10E-6,-7.85,10E-6,0,10E-6
669,15-03-2018,12:12:59,546,-13.81,10E-6,-6.868,10E-6,0,10E-6
670,15-03-2018,12:13:09,546,-6.547,10E-6,-6.541,10E-6,0,10E-6
671,15-03-2018,12:13:19,546,-603.2E-3,10E-6,-7.523,10E-6,0,10E-6
672,15-03-2018,12:13:29,546,5.605,10E-6,-6.214,10E-6,0,10E-6
673,15-03-2018,12:13:39,546,11.55,10E-6,-649E-3,10E-6,0,10E-6
674,15-03-2018,12:13:49,546,16.04,10E-6,3.279,10E-6,0,10E-6
675,15-03-2018,12:13:59,546,18.81,10E-6,4.916,10E-6,0,10E-6
676,15-03-2018,12:14:09,546,21.98,10E-6,9.171,10E-6,0,10E-6
677,15-03-2018,12:14:19,546,25.02,10E-6,12.77,10E-6,0,10E-6
678,15-03-2018,12:14:29,546,27.53,10E-6,16.37,10E-6,0,10E-6
679,15-03-2018,12:14:39,546,29.51,10E-6,18.01,10E-6,0,10E-6
680,15-03-2018,12:14:49,546,32.29,10E-6,22.26,10E-6,0,10E-6
681,15-03-2018,12:14:59,546,34.8,10E-6,26.52,10E-6,0,10E-6
682,15-03-2018,12:15:09,546,37.04,10E-6,30.12,10E-6,0,10E-6
683,15-03-2018,12:15:19,546,39.02,10E-6,32.08,10E-6,0,10E-6
684,15-03-2018,12:15:29,546,41.14,10E-6,36.01,10E-6,0,10E-6
685,15-03-2018,12:15:39,546,42.99,10E-6,38.63,10E-6,0,10E-6
686,15-03-2018,12:15:49,546,39.02,10E-6,26.85,10E-6,0,10E-6
687,15-03-2018,12:15:59,546,36.12,10E-6,19.65,10E-6,0,10E-6
688,15-03-2018,12:16:09,546,32.15,10E-6,13.75,10E-6,0,10E-6
689,15-03-2018,12:16:19,546,28.46,10E-6,10.15,10E-6,0,10E-6
690,15-03-2018,12:16:29,546,18.68,10E-6,1.97,10E-6,0,10E-6
691,15-03-2018,12:16:39,546,9.039,10E-6,-7.195,10E-6,0,10E-6
692,15-03-2018,12:16:49,546,1.378,10E-6,-8.832,10E-6,0,10E-6
693,15-03-2018,12:16:59,546,-4.83,10E-6,-7.523,10E-6,0,10E-6
694,15-03-2018,12:17:09,546,-9.981,10E-6,-6.541,10E-6,0,10E-6
695,15-03-2018,12:17:19,546,-14.87,10E-6,-7.523,10E-6,0,10E-6
696,15-03-2018,12:17:29,546,-18.83,10E-6,-6.541,10E-6,0,10E-6
697,15-03-2018,12:17:39,546,-22.4,10E-6,-5.886,10E-6,0,10E-6
698,15-03-2018,12:17:49,546,-25.3,10E-6,-5.886,10E-6,0,10E-6
699,15-03-2018,12:17:59,546,-27.81,10E-6,-7.523,10E-6,0,10E-6
700,15-03-2018,12:18:09,546,-29.93,10E-6,-7.523,10E-6,0,10E-6
701,15-03-2018,12:18:19,546,-32.44,10E-6,-7.195,10E-6,0,10E-6
702,15-03-2018,12:18:29,546,-34.81,10E-6,-7.523,10E-6,0,10E-6
703,15-03-2018,12:18:39,546,-37.06,10E-6,-9.487,10E-6,0,10E-6
704,15-03-2018,12:18:49,546,-38.51,10E-6,-9.487,10E-6,0,10E-6
705,15-03-2018,12:18:59,546,-39.44,10E-6,-9.159,10E-6,0,10E-6
706,15-03-2018,12:19:09,546,-40.23,10E-6,-9.814,10E-6,0,10E-6
707,15-03-2018,12:19:19,546,-41.81,10E-6,-11.12,10E-6,0,10E-6
708,15-03-2018,12:19:29,546,-43.93,10E-6,-10.8,10E-6,0,10E-6
709,15-03-2018,12:19:39,546,-32.3,10E-6,-9.814,10E-6,0,10E-6
710,15-03-2018,12:19:49,546,-23.59,10E-6,-9.814,10E-6,0,10E-6
711,15-03-2018,12:19:59,546,-16.45,10E-6,-10.47,10E-6,0,10E-6
712,15-03-2018,12:20:09,546,-8.925,10E-6,-9.487,10E-6,0,10E-6
713,15-03-2018,12:20:19,546,-999.4E-3,10E-6,-8.177,10E-6,0,10E-6
714,15-03-2018,12:20:29,546,5.209,10E-6,-6.868,10E-6,0,10E-6
715,15-03-2018,12:20:39,546,9.568,10E-6,-2.94,10E-6,0,10E-6
716,15-03-2018,12:20:49,546,13.93,10E-6,2.297,10E-6,0,10E-6
717,15-03-2018,12:20:59,546,18.15,10E-6,6.552,10E-6,0,10E-6
718,15-03-2018,12:21:09,546,21.85,10E-6,10.15,10E-6,0,10E-6
719,15-03-2018,12:21:19,546,24.63,10E-6,12.12,10E-6,0,10E-6
720,15-03-2018,12:21:29,546,28.32,10E-6,16.04,10E-6,0,10E-6
721,15-03-2018,12:21:39,546,32.29,10E-6,19.97,10E-6,0,10E-6
722,15-03-2018,12:21:49,546,35.06,10E-6,23.57,10E-6,0,10E-6
723,15-03-2018,12:21:59,546,37.17,10E-6,25.54,10E-6,0,10E-6
724,15-03-2018,12:22:09,546,39.68,10E-6,29.14,10E-6,0,10E-6
725,15-03-2018,12:22:19,546,42.46,10E-6,33.39,10E-6,0,10E-6
726,15-03-2018,12:22:29,546,44.97,10E-6,36.67,10E-6,0,10E-6
727,15-03-2018,12:22:39,546,45.23,10E-6,36.99,10E-6,0,10E-6
728,15-03-2018,12:22:49,546,40.08,10E-6,26.52,10E-6,0,10E-6
729,15-03-2018,12:22:59,546,35.19,10E-6,18.99,10E-6,0,10E-6
730,15-03-2018,12:23:09,546,30.97,10E-6,14.41,10E-6,0,10E-6
731,15-03-2018,12:23:19,546,26.21,10E-6,8.843,10E-6,0,10E-6
732,15-03-2018,12:23:29,546,17.23,10E-6,987.6E-3,10E-6,0,10E-6
733,15-03-2018,12:23:39,546,8.907,10E-6,-6.541,10E-6,0,10E-6
734,15-03-2018,12:23:49,546,981.9E-3,10E-6,-8.505,10E-6,0,10E-6
735,15-03-2018,12:23:59,546,-6.019,10E-6,-9.814,10E-6,0,10E-6
736,15-03-2018,12:24:09,546,-11.43,10E-6,-8.832,10E-6,0,10E-6
737,15-03-2018,12:24:19,546,-16.45,10E-6,-8.177,10E-6,0,10E-6
738,15-03-2018,12:24:29,546,-20.94,10E-6,-7.85,10E-6,0,10E-6
739,15-03-2018,12:24:39,546,-25.04,10E-6,-9.159,10E-6,0,10E-6
740,15-03-2018,12:24:49,546,-26.76,10E-6,-8.505,10E-6,0,10E-6
741,15-03-2018,12:24:59,546,-28.61,10E-6,-7.523,10E-6,0,10E-6
742,15-03-2018,12:25:09,546,-31.25,10E-6,-7.523,10E-6,0,10E-6
743,15-03-2018,12:25:19,546,-34.02,10E-6,-9.159,10E-6,0,10E-6
744,15-03-2018,12:25:29,546,-35.74,10E-6,-8.832,10E-6,0,10E-6
745,15-03-2018,12:25:39,546,-37.06,10E-6,-7.85,10E-6,0,10E-6
746,15-03-2018,12:25:49,546,-38.12,10E-6,-8.177,10E-6,0,10E-6
747,15-03-2018,12:25:59,546,-39.3,10E-6,-9.159,10E-6,0,10E-6
748,15-03-2018,12:26:09,546,-39.3,10E-6,-8.505,10E-6,0,10E-6
749,15-03-2018,12:26:19,546,-39.44,10E-6,-7.85,10E-6,0,10E-6
750,15-03-2018,12:26:29,546,-41.29,10E-6,-7.85,10E-6,0,10E-6
751,15-03-2018,12:26:39,546,-30.46,10E-6,-8.505,10E-6,0,10E-6
752,15-03-2018,12:26:49,546,-21.21,10E-6,-7.85,10E-6,0,10E-6
753,15-03-2018,12:26:59,546,-12.49,10E-6,-6.868,10E-6,0,10E-6
754,15-03-2018,12:27:09,546,-5.358,10E-6,-6.868,10E-6,0,10E-6
755,15-03-2018,12:27:19,546,-74.82E-3,10E-6,-8.177,10E-6,0,10E-6
756,15-03-2018,12:27:29,546,4.945,10E-6,-6.541,10E-6,0,10E-6
757,15-03-2018,12:27:39,546,9.568,10E-6,-649E-3,10E-6,0,10E-6
758,15-03-2018,12:27:49,546,13.66,10E-6,3.279,10E-6,0,10E-6
759,15-03-2018,12:27:59,546,16.83,10E-6,5.57,10E-6,0,10E-6
760,15-03-2018,12:28:09,546,20.66,10E-6,9.171,10E-6,0,10E-6
761,15-03-2018,12:28:19,546,24.1,10E-6,13.1,10E-6,0,10E-6
762,15-03-2018,12:28:29,546,27.14,10E-6,16.04,10E-6,0,10E-6
763,15-03-2018,12:28:39,546,29.64,10E-6,17.68,10E-6,0,10E-6
764,15-03-2018,12:28:49,546,32.55,10E-6,21.28,10E-6,0,10E-6
765,15-03-2018,12:28:59,546,35.32,10E-6,25.21,10E-6,0,10E-6
766,15-03-2018,12:29:09,546,37.83,10E-6,28.48,10E-6,0,10E-6
767,15-03-2018,12:29:19,546,40.61,10E-6,30.77,10E-6,0,10E-6
768,15-03-2018,12:29:29,546,44.04,10E-6,35.03,10E-6,0,10E-6
769,15-03-2018,12:29:39,546,45.89,10E-6,37.98,10E-6,0,10E-6
770,15-03-2018,12:29:49,546,40.48,10E-6,26.19,10E-6,0,10E-6
771,15-03-2018,12:29:59,546,35.72,10E-6,18.99,10E-6,0,10E-6
772,15-03-2018,12:30:09,546,31.23,10E-6,13.43,10E-6,0,10E-6
773,15-03-2018,12:30:19,546,27.53,10E-6,10.48,10E-6,0,10E-6
774,15-03-2018,12:30:29,546,18.42,10E-6,3.606,10E-6,0,10E-6
775,15-03-2018,12:30:39,546,9.436,10E-6,-5.232,10E-6,0,10E-6
776,15-03-2018,12:30:49,546,2.435,10E-6,-6.214,10E-6,0,10E-6
777,15-03-2018,12:30:59,546,-3.377,10E-6,-5.559,10E-6,0,10E-6
778,15-03-2018,12:31:09,546,-9.057,10E-6,-5.559,10E-6,0,10E-6
779,15-03-2018,12:31:19,546,-14.6,10E-6,-6.868,10E-6,0,10E-6
780,15-03-2018,12:31:29,546,-18.3,10E-6,-6.214,10E-6,0,10E-6
781,15-03-2018,12:31:39,546,-21.21,10E-6,-5.886,10E-6,0,10E-6
782,15-03-2018,12:31:49,546,-24.38,10E-6,-6.541,10E-6,0,10E-6
783,15-03-2018,12:31:59,546,-28.34,10E-6,-8.832,10E-6,0,10E-6
784,15-03-2018,12:32:09,546,-31.25,10E-6,-9.159,10E-6,0,10E-6
785,15-03-2018,12:32:19,546,-33.49,10E-6,-8.832,10E-6,0,10E-6
786,15-03-2018,12:32:29,546,-35.61,10E-6,-9.487,10E-6,0,10E-6
787,15-03-2018,12:32:39,546,-37.72,10E-6,-11.12,10E-6,0,10E-6
788,15-03-2018,12:32:49,546,-38.91,10E-6,-10.8,10E-6,0,10E-6
789,15-03-2018,12:32:59,546,-39.57,10E-6,-10.14,10E-6,0,10E-6
790,15-03-2018,12:33:09,546,-40.36,10E-6,-10.14,10E-6,0,10E-6
791,15-03-2018,12:33:19,546,-41.55,10E-6,-11.45,10E-6,0,10E-6
792,15-03-2018,12:33:29,546,-43.53,10E-6,-10.8,10E-6,0,10E-6
793,15-03-2018,12:33:39,546,-32.3,10E-6,-9.487,10E-6,0,10E-6
794,15-03-2018,12:33:49,546,-23.59,10E-6,-8.505,10E-6,0,10E-6
795,15-03-2018,12:33:59,546,-15.53,10E-6,-9.159,10E-6,0,10E-6
796,15-03-2018,12:34:09,546,-7.208,10E-6,-7.85,10E-6,0,10E-6
797,15-03-2018,12:34:19,546,-339E-3,10E-6,-6.868,10E-6,0,10E-6
798,15-03-2018,12:34:29,546,4.812,10E-6,-5.559,10E-6,0,10E-6
799,15-03-2018,12:34:39,546,9.171,10E-6,-1.631,10E-6,0,10E-6
800,15-03-2018,12:34:49,546,13.66,10E-6,2.952,10E-6,0,10E-6
801,15-03-2018,12:34:59,546,18.15,10E-6,7.207,10E-6,0,10E-6
802,15-03-2018,12:35:09,546,21.85,10E-6,10.48,10E-6,0,10E-6
803,15-03-2018,12:35:19,546,25.15,10E-6,11.79,10E-6,0,10E-6
804,15-03-2018,12:35:29,546,29.12,10E-6,15.39,10E-6,0,10E-6
805,15-03-2018,12:35:39,546,32.68,10E-6,19.32,10E-6,0,10E-6
806,15-03-2018,12:35:49,546,35.32,10E-6,22.26,10E-6,0,10E-6
807,15-03-2018,12:35:59,546,37.17,10E-6,24.55,10E-6,0,10E-6
808,15-03-2018,12:36:09,546,39.95,10E-6,28.48,10E-6,0,10E-6
809,15-03-2018,12:36:19,546,42.85,10E-6,32.74,10E-6,0,10E-6
810,15-03-2018,12:36:29,546,44.84,10E-6,36.01,10E-6,0,10E-6
811,15-03-2018,12:36:39,546,44.7,10E-6,36.67,10E-6,0,10E-6
812,15-03-2018,12:36:49,546,39.68,10E-6,26.52,10E-6,0,10E-6
813,15-03-2018,12:36:59,546,34.8,10E-6,19.32,10E-6,0,10E-6
814,15-03-2018,12:37:09,546,30.7,10E-6,15.39,10E-6,0,10E-6
815,15-03-2018,12:37:19,546,26.08,10E-6,10.15,10E-6,0,10E-6
816,15-03-2018,12:37:29,546,17.23,10E-6,2.624,10E-6,0,10E-6
817,15-03-2018,12:37:39,546,8.907,10E-6,-5.232,10E-6,0,10E-6
818,15-03-2018,12:37:49,546,981.9E-3,10E-6,-7.523,10E-6,0,10E-6
819,15-03-2018,12:37:59,546,-5.887,10E-6,-8.832,10E-6,0,10E-6
820,15-03-2018,12:38:09,546,-11.43,10E-6,-8.505,10E-6,0,10E-6
821,15-03-2018,12:38:19,546,-16.45,10E-6,-7.85,10E-6,0,10E-6
822,15-03-2018,12:38:29,546,-20.94,10E-6,-7.85,10E-6,0,10E-6
823,15-03-2018,12:38:39,546,-24.51,10E-6,-9.159,10E-6,0,10E-6
824,15-03-2018,12:38:49,546,-26.49,10E-6,-9.159,10E-6,0,10E-6
825,15-03-2018,12:38:59,546,-28.61,10E-6,-8.505,10E-6,0,10E-6
826,15-03-2018,12:39:09,546,-31.25,10E-6,-9.159,10E-6,0,10E-6
827,15-03-2018,12:39:19,546,-34.02,10E-6,-10.47,10E-6,0,10E-6
828,15-03-2018,12:39:29,546,-35.74,10E-6,-9.814,10E-6,0,10E-6
829,15-03-2018,12:39:39,546,-37.06,10E-6,-8.832,10E-6,0,10E-6
830,15-03-2018,12:39:49,546,-38.12,10E-6,-8.505,10E-6,0,10E-6
831,15-03-2018,12:39:59,546,-39.17,10E-6,-9.487,10E-6,0,10E-6
832,15-03-2018,12:40:09,546,-39.3,10E-6,-8.505,10E-6,0,10E-6
833,15-03-2018,12:40:19,546,-39.3,10E-6,-7.195,10E-6,0,10E-6
834,15-03-2018,12:40:29,546,-41.29,10E-6,-6.868,10E-6,0,10E-6
835,15-03-2018,12:40:39,546,-30.59,10E-6,-7.523,10E-6,0,10E-6
836,15-03-2018,12:40:49,546,-21.34,10E-6,-6.214,10E-6,0,10E-6
837,15-03-2018,12:40:59,546,-12.76,10E-6,-5.232,10E-6,0,10E-6
838,15-03-2018,12:41:09,546,-5.358,10E-6,-5.559,10E-6,0,10E-6
839,15-03-2018,12:41:19,546,321.4E-3,10E-6,-6.868,10E-6,0,10E-6
840,15-03-2018,12:41:29,546,5.341,10E-6,-5.886,10E-6,0,10E-6
841,15-03-2018,12:41:39,546,9.964,10E-6,-321.7E-3,10E-6,0,10E-6
842,15-03-2018,12:41:49,546,13.79,10E-6,3.606,10E-6,0,10E-6
843,15-03-2018,12:41:59,546,17.1,10E-6,4.916,10E-6,0,10E-6
844,15-03-2018,12:42:09,546,20.66,10E-6,8.516,10E-6,0,10E-6
845,15-03-2018,12:42:19,546,24.1,10E-6,12.12,10E-6,0,10E-6
846,15-03-2018,12:42:29,546,27.14,10E-6,14.74,10E-6,0,10E-6
847,15-03-2018,12:42:39,546,29.51,10E-6,16.37,10E-6,0,10E-6
848,15-03-2018,12:42:49,546,32.42,10E-6,20.3,10E-6,0,10E-6
849,15-03-2018,12:42:59,546,35.19,10E-6,24.55,10E-6,0,10E-6
850,15-03-2018,12:43:09,546,37.57,10E-6,28.16,10E-6,0,10E-6
851,15-03-2018,12:43:19,546,39.82,10E-6,30.45,10E-6,0,10E-6
852,15-03-2018,12:43:29,546,42.99,10E-6,35.03,10E-6,0,10E-6
853,15-03-2018,12:43:39,546,45.5,10E-6,38.3,10E-6,0,10E-6
854,15-03-2018,12:43:49,546,40.87,10E-6,27.17,10E-6,0,10E-6
855,15-03-2018,12:43:59,546,36.12,10E-6,20.3,10E-6,0,10E-6
856,15-03-2018,12:44:09,546,-74.82E-3,10E-6,5.64E-3,10E-6,2.6,10E-6
857,15-03-2018,12:44:19,546,-74.82E-3,10E-6,5.64E-3,10E-6,2.6,10E-6
858,15-03-2018,12:44:29,546,-74.82E-3,10E-6,5.64E-3,10E-6,2.6,10E-6
859,15-03-2018,12:44:39,546,-74.82E-3,10E-6,5.64E-3,10E-6,2.6,10E-6
860,15-03-2018,12:44:49,546,-74.82E-3,10E-6,5.64E-3,10E-6,2.6,10E-6
861,15-03-2018,12:44:59,546,-74.82E-3,10E-6,5.64E-3,10E-6,2.6,10E-6
862,15-03-2018,12:45:09,546,-74.82E-3,10E-6,5.64E-3,10E-6,2.6,10E-6
863,15-03-2018,12:45:19,546,-74.82E-3,10E-6,5.64E-3,10E-6,2.6,10E-6
864,15-03-2018,12:45:29,546,-74.82E-3,10E-6,5.64E-3,10E-6,2.6,10E-6
865,15-03-2018,12:45:39,546,-74.82E-3,10E-6,5.64E-3,10E-6,2.6,10E-6
